bug_id,title,description,product_module,environment,operating_system,browser,severity,priority,status,leak_type,baseline_memory_mb,peak_memory_mb,memory_growth_rate_mb_per_hr,crash_occurred,reproducible,users_affected,concurrent_users,root_cause_category,created_at,resolved_at
ca5e7a04-62ad-4060-967b-8c18a1a589a1,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,Android 13,Chrome 121,Medium,P4,In Progress,GPU Memory Leak,114,3954,148.45,True,False,263,111,Unclosed file streams,2023-04-13,
b2117920-9a06-4310-9d2c-2a1454fa1fed,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,Windows 11,Firefox 122,Low,P2,Resolved,GPU Memory Leak,206,5617,140.48,True,False,335,324,Unreleased object references,2023-06-15,2023-06-22
f3a6641f-a6b7-4883-a6b2-df390e19c36c,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Windows 10,Chrome 121,Medium,P1,Resolved,Thread Leak,436,1040,123.19,False,True,365,550,Thread pool mismanagement,2023-07-19,2023-07-27
f873f677-3a71-4d9a-babe-e404b89ef501,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,iOS 17,Firefox 122,High,P3,Resolved,Cache Leak,266,5414,147.31,True,False,10,624,Thread pool mismanagement,2023-03-29,2023-04-02
6b3ca6d7-75e9-4fce-8b0f-49479804c87b,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Windows 10,N/A,Low,P2,In Progress,Cache Leak,219,6576,78.0,True,True,31,141,Unclosed file streams,2023-08-18,2023-09-08
66441889-9a74-488c-8427-ae3240430b4c,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Ubuntu 22.04,Edge 120,Medium,P2,Resolved,Heap Leak,204,3578,98.1,False,False,385,25,Improper event listener cleanup,2023-09-13,2023-09-18
08022354-f938-4fd5-9375-bfcb16dc060d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,Android 13,Firefox 122,Critical,P2,In Progress,Cache Leak,127,4918,136.46,True,True,446,504,Unreleased object references,2023-06-19,2023-06-26
4fcc2dfd-05f4-4dba-89b6-205a601c2391,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,iOS 17,Firefox 122,Medium,P4,Closed,Cache Leak,204,1659,23.21,False,True,370,203,Improper event listener cleanup,2023-04-09,
7782ac47-fc11-4f05-b246-174b3128e221,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,Ubuntu 20.04,Safari 17,Low,P2,Closed,Cache Leak,255,2539,46.38,True,False,226,433,Thread pool mismanagement,2023-08-06,
e870952c-f963-43c0-a4d3-eec3c63c894e,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,iOS 17,Edge 120,Medium,P3,Resolved,Cache Leak,346,1776,7.87,False,False,233,291,Unbounded caching mechanism,2023-11-09,2023-12-04
0446b0a5-4b5e-4359-a30c-25977618287d,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 10,Chrome 121,High,P1,Closed,Cache Leak,169,3229,108.66,False,False,197,502,Unclosed file streams,2023-10-15,2023-10-18
c2fe86e4-035f-4ef6-8862-9e5309a102cb,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,Windows 11,Firefox 122,Critical,P2,Resolved,Thread Leak,119,3848,148.91,False,False,357,60,Circular dependency in service layer,2023-11-25,2023-11-28
34e30aa7-d476-4d0a-9fb5-2bf83d7d818c,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Android 13,Chrome 121,Medium,P2,Closed,GPU Memory Leak,224,2521,74.27,False,True,309,593,Circular dependency in service layer,2023-07-17,2023-08-10
47b07fb9-6d9f-4a0e-a678-e83e11b8c20d,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,macOS Ventura,Chrome 121,Medium,P1,In Progress,Cache Leak,147,6815,98.44,False,False,257,991,Thread pool mismanagement,2023-03-24,
5ca6517a-4f7f-4b69-a729-9f7b84858d41,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Android 13,N/A,High,P3,Resolved,GPU Memory Leak,475,3022,64.68,False,False,4,173,Unbounded caching mechanism,2023-12-04,2023-12-23
bfd4844b-501c-4b19-8721-41d8fdae2337,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Android 13,Safari 17,Medium,P3,Resolved,GPU Memory Leak,456,6838,65.59,True,True,250,187,Thread pool mismanagement,2023-01-01,
fcd49a7c-7bed-441f-943a-398ec6a5ac3a,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Ubuntu 20.04,Safari 17,Critical,P4,In Progress,Heap Leak,195,2241,34.14,False,True,194,128,Unclosed file streams,2023-02-26,2023-03-25
db9bd2e1-7c6b-4d3f-bcd7-bf4468ee4d8c,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Ubuntu 20.04,Chrome 121,Low,P4,In Progress,Thread Leak,344,2423,75.35,True,False,309,533,Unclosed file streams,2023-02-02,2023-02-21
f7ebb47b-abdc-4be8-b982-3bd2e9a19fa2,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,iOS 17,Firefox 122,High,P1,Closed,Thread Leak,319,5451,53.8,True,False,448,339,Unreleased object references,2023-09-06,2023-09-17
b2b911c8-81b6-42e3-80ff-a2abd4c978d4,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Windows 10,N/A,High,P3,Resolved,Cache Leak,471,3791,126.14,False,False,339,193,Unreleased object references,2023-01-02,2023-01-25
1b859ea6-2b27-4ea9-b645-a563c6275eb6,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Android 13,Safari 17,Medium,P1,Closed,Thread Leak,108,3139,96.9,True,False,220,962,Unbounded caching mechanism,2023-11-23,2023-12-20
c3e4fe48-0cf7-4b92-91c1-335f6c1e5c11,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,Windows 11,N/A,Low,P3,Closed,Heap Leak,475,1322,60.8,False,False,87,918,Unbounded caching mechanism,2023-12-04,2024-01-02
fd21aa8c-ddb4-484b-a8ca-a1d104c1d13a,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,Windows 10,Safari 17,Low,P3,Resolved,Cache Leak,224,2473,35.69,False,True,369,264,Circular dependency in service layer,2023-03-01,2023-03-19
75cf3b7f-3897-4260-91e9-f9b6e52446e6,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Ubuntu 22.04,Chrome 121,High,P3,Open,File Handle Leak,440,1508,24.68,False,False,335,658,Thread pool mismanagement,2023-09-01,2023-09-23
3306c00f-6f2b-4f04-8177-26d0b2324ca8,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Android 13,N/A,Medium,P4,Resolved,GPU Memory Leak,159,2622,47.19,False,False,296,755,Unreleased object references,2023-08-12,2023-08-20
9fe19900-d383-489e-9dbe-1451b2448c70,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,iOS 17,Firefox 122,Medium,P4,Closed,Heap Leak,197,4887,127.83,False,False,75,836,Unclosed file streams,2023-06-09,
2c7b8ef8-993f-4370-8339-62122f314f1b,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Windows 10,N/A,High,P2,Open,File Handle Leak,407,1707,46.09,False,True,254,299,Circular dependency in service layer,2023-04-23,2023-05-08
2a40ebaa-2318-4d32-ba16-3a8ec6624948,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,iOS 17,Firefox 122,Low,P3,Closed,Cache Leak,270,7137,27.14,False,True,12,562,Unbounded caching mechanism,2023-07-12,
396191ce-e110-4da3-9e42-356a70a97d4e,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Ubuntu 20.04,Edge 120,Medium,P1,Open,GPU Memory Leak,487,3353,61.75,False,True,436,958,Circular dependency in service layer,2023-06-22,2023-07-08
3a6242fd-e66e-4ec3-9b2f-b8bb624d0bd7,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,Windows 11,Firefox 122,Medium,P4,Resolved,Thread Leak,170,5228,69.07,True,True,193,974,Unbounded caching mechanism,2023-06-05,2023-06-11
ef29657b-c958-43a8-b667-483a0ae40a2a,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 10,N/A,High,P1,In Progress,Cache Leak,149,961,56.56,True,True,61,247,Unbounded caching mechanism,2023-12-14,2024-01-13
af1b0d71-42ae-400e-a5ce-8bff6462963d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Windows 10,Safari 17,Critical,P2,Closed,File Handle Leak,434,1913,113.05,True,True,60,85,Unreleased object references,2023-09-08,2023-09-28
b9057297-51fd-4b33-866b-1cb84a1591a1,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Ubuntu 20.04,Chrome 121,Medium,P1,Closed,Cache Leak,215,4675,8.34,False,True,51,334,Unreleased object references,2023-09-08,2023-10-08
32cfa436-e255-42fe-87ad-b8938a16e49a,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,macOS Ventura,N/A,Critical,P4,Open,GPU Memory Leak,194,4903,63.77,True,True,442,614,Circular dependency in service layer,2024-01-01,2024-01-27
bc823fed-5649-4823-8f96-34ef5c3fabe2,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Android 13,Firefox 122,Low,P2,Open,Heap Leak,260,4163,22.84,True,False,187,990,Thread pool mismanagement,2023-04-03,
97a8217d-f445-4f96-8009-ec596cc403bc,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,macOS Ventura,Safari 17,Medium,P1,Resolved,Thread Leak,227,500,48.59,False,True,353,102,Circular dependency in service layer,2023-03-29,2023-04-20
2ed99b1e-c7ad-4f44-9b90-7741b5f6cf8c,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,macOS Ventura,Firefox 122,High,P2,In Progress,Thread Leak,253,1660,129.13,False,True,282,262,Unclosed file streams,2023-01-23,2023-01-30
20542216-5e81-4150-8a38-fb5fbb5bec02,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Android 13,Firefox 122,Medium,P4,Resolved,GPU Memory Leak,333,3777,17.07,False,True,215,842,Improper event listener cleanup,2023-07-15,2023-07-21
cd51eb62-7362-4cb5-a1fd-b3ef3b88174e,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Windows 10,N/A,Low,P1,Open,File Handle Leak,113,3604,144.78,True,False,466,342,Unclosed file streams,2023-06-11,2023-06-25
2c74c37e-1eaa-4d92-a462-02e9ab06b036,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,iOS 17,Chrome 121,Medium,P2,Closed,Heap Leak,105,2741,19.2,False,False,283,278,Thread pool mismanagement,2023-03-16,2023-03-24
908c201a-bad1-468d-b01c-0ff0dfe4cf05,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,iOS 17,N/A,Critical,P1,In Progress,File Handle Leak,484,3105,61.49,True,True,337,130,Improper event listener cleanup,2023-02-20,2023-02-26
35af3e56-d832-4459-8075-92524d811dbf,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,Android 13,N/A,Critical,P1,In Progress,Cache Leak,471,933,97.68,False,False,258,294,Unclosed file streams,2023-07-13,2023-07-22
fc064b32-cafa-402b-a31e-6d09350d2eff,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,iOS 17,Edge 120,Low,P4,Open,GPU Memory Leak,217,7720,49.25,True,True,295,59,Unreleased object references,2023-08-08,2023-08-31
f770e8f6-a4ce-4c7f-a2a9-509a43d1963e,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Android 13,Firefox 122,Critical,P1,Open,Cache Leak,105,7121,144.51,True,True,467,852,Circular dependency in service layer,2023-05-27,2023-06-12
1ee961bf-24ee-471d-986a-83b9b2014ede,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Android 13,N/A,Low,P1,In Progress,Thread Leak,483,4877,55.03,True,True,39,376,Improper event listener cleanup,2023-01-04,2023-01-27
baf6e220-3ef1-44cc-836e-7bb2d3bb4788,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Android 13,Firefox 122,Low,P2,Resolved,Cache Leak,353,3962,59.97,False,False,110,3,Circular dependency in service layer,2023-09-21,2023-09-23
eb95bba2-c9bf-4a4c-ba0a-4ead1147376b,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,iOS 17,Safari 17,Low,P2,Open,Thread Leak,429,2997,79.75,False,False,153,363,Unreleased object references,2023-11-20,2023-11-27
0900df3f-bf17-477e-b197-1a41c517a7dd,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,Windows 11,Chrome 121,Medium,P1,Open,Cache Leak,305,2025,56.41,True,True,394,673,Unclosed file streams,2023-01-03,2023-01-27
44dca6c5-c087-4480-8362-ba2f01e36fdc,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Windows 10,Safari 17,Critical,P3,In Progress,File Handle Leak,286,2951,67.11,False,True,184,905,Circular dependency in service layer,2023-04-26,2023-05-08
9d7bdfae-1151-45e0-8667-52d1e94fbf63,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Windows 10,Firefox 122,Medium,P1,Resolved,Heap Leak,120,2833,24.38,False,False,282,508,Circular dependency in service layer,2023-04-12,
ed63c20b-a871-43c6-ab43-6b0eb5675d35,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Android 13,Safari 17,Medium,P4,Open,Heap Leak,491,6652,118.15,True,True,177,513,Unreleased object references,2024-01-01,
a350f728-1e74-44f8-8b74-150947240af9,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,Ubuntu 22.04,Safari 17,High,P2,Closed,Heap Leak,275,7298,67.3,False,True,317,157,Circular dependency in service layer,2023-12-17,2024-01-08
6964860a-a85e-4647-846a-a3a0fb6decbf,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,Android 13,Safari 17,Medium,P1,Open,Thread Leak,492,2803,21.68,True,True,438,606,Circular dependency in service layer,2023-09-19,
bbe2a4da-6f05-4c17-9275-e774ffa2090d,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Ubuntu 22.04,Chrome 121,Medium,P4,Open,Cache Leak,167,1486,63.19,False,False,359,649,Improper event listener cleanup,2023-11-21,
35fe07a5-7bed-4cbc-96c3-300b0479f079,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,Ubuntu 20.04,Edge 120,High,P2,Closed,GPU Memory Leak,361,1002,66.93,False,True,94,42,Unreleased object references,2023-04-24,2023-05-10
85d7bb20-31bc-423c-9ea3-ba71e0adcd7e,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Windows 11,Edge 120,Critical,P2,Resolved,File Handle Leak,246,2236,73.45,True,True,343,14,Circular dependency in service layer,2023-01-27,2023-02-07
9ed94ad3-ecac-4a5c-afc7-557ac727542d,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,macOS Ventura,N/A,High,P3,Resolved,GPU Memory Leak,284,3213,112.49,False,True,455,109,Improper event listener cleanup,2023-10-10,2023-10-15
720c0cce-e375-438f-bfc7-09e551f55f76,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Android 13,Safari 17,Low,P4,Resolved,File Handle Leak,400,836,145.41,False,True,274,739,Improper event listener cleanup,2023-11-19,2023-11-23
8fbddc1d-565e-4c7a-aa7a-6dd3b1e2d49a,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,Ubuntu 22.04,Chrome 121,Critical,P4,Closed,Cache Leak,381,3925,108.18,True,True,307,281,Circular dependency in service layer,2023-01-23,
1ac7a25c-33e0-4e3d-8b5b-f93ad855dde6,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,macOS Ventura,N/A,Low,P3,Closed,Thread Leak,455,998,32.58,False,False,206,622,Unclosed file streams,2023-03-08,2023-03-27
6d022d01-6b01-49cf-9ec1-0947d7916678,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Ubuntu 22.04,N/A,High,P2,In Progress,File Handle Leak,392,1810,36.58,False,True,88,230,Unreleased object references,2023-04-16,
2517c7b9-6f9e-435c-b602-b557715b0e74,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,iOS 17,Chrome 121,Medium,P3,Open,Heap Leak,175,5739,141.6,False,False,167,86,Circular dependency in service layer,2023-10-01,2023-10-03
971a6396-6271-4e2a-8a12-66da3c12fe70,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,iOS 17,Edge 120,Medium,P2,In Progress,File Handle Leak,413,3845,47.76,True,True,370,764,Circular dependency in service layer,2023-10-09,2023-10-14
47914859-6ec3-45dd-9684-6b3f0df0511b,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Windows 11,Edge 120,High,P3,Closed,GPU Memory Leak,420,7627,96.97,False,True,374,744,Unbounded caching mechanism,2023-07-15,2023-07-24
6af3bdc7-9bf1-46f7-b8d4-cc073362b890,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 11,N/A,Critical,P3,Resolved,Heap Leak,147,4424,76.91,False,True,454,182,Unbounded caching mechanism,2023-07-08,
3f8c18bc-5d62-45c4-848a-955228cd3b90,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Windows 10,N/A,Medium,P4,Open,Cache Leak,136,1675,66.83,False,True,57,847,Unreleased object references,2023-12-18,2023-12-21
9e4373fd-e653-4190-9091-4be3b6bd1943,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Windows 10,Chrome 121,Low,P2,Open,GPU Memory Leak,494,2534,17.12,True,False,389,577,Unbounded caching mechanism,2023-11-26,2023-12-01
28740acb-1aa9-42b3-888f-fe96b756d4da,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,macOS Ventura,Chrome 121,Low,P4,Open,Thread Leak,224,1765,13.1,False,True,262,908,Unbounded caching mechanism,2023-03-25,2023-04-10
21cb5d8b-c119-4ffd-b537-f5d5cba24456,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Android 13,Edge 120,Medium,P1,Open,Cache Leak,112,2337,37.87,True,True,115,105,Unclosed file streams,2023-03-14,
bc666376-6f27-416a-a5ad-63802e296381,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Windows 11,Firefox 122,Critical,P2,In Progress,Cache Leak,160,3233,57.27,True,False,320,838,Unclosed file streams,2023-07-02,
51759b86-65ba-4ae7-868d-80852d979ffd,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,iOS 17,Chrome 121,Medium,P3,Resolved,GPU Memory Leak,438,4589,58.52,False,False,370,816,Unbounded caching mechanism,2023-06-28,2023-07-07
544eed2c-2df0-4e3a-b3ab-400e9e17eedc,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,Windows 11,Safari 17,High,P2,Closed,Cache Leak,472,4001,45.38,False,False,309,813,Circular dependency in service layer,2023-02-04,
3ca553e8-abc0-48fb-a47e-1aad7ea39ffe,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,macOS Ventura,Safari 17,Medium,P1,Open,Thread Leak,225,5857,60.56,False,True,360,90,Improper event listener cleanup,2023-06-20,
3db60615-6357-4d65-a5a0-7af2b532e264,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 10,Edge 120,High,P3,Resolved,Cache Leak,108,7468,57.55,True,False,125,216,Improper event listener cleanup,2023-07-05,
9c829239-d876-4d98-9c72-ff83022e4e17,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Ubuntu 22.04,Edge 120,Low,P4,Open,Cache Leak,460,6199,25.75,True,True,76,375,Improper event listener cleanup,2023-01-29,2023-02-02
b508b55c-1751-450a-87fb-1dd18dadb18b,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,Windows 11,N/A,High,P1,Closed,File Handle Leak,313,5162,26.71,False,True,147,114,Improper event listener cleanup,2023-02-10,2023-02-11
85094c57-ee78-4ee8-84dd-dd3447f91e5d,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,iOS 17,Safari 17,Critical,P2,Resolved,GPU Memory Leak,484,5449,30.17,False,True,140,997,Unreleased object references,2023-01-31,2023-02-02
ac7570df-c3b7-4f74-b51e-53142c4d38e6,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Windows 11,N/A,Low,P1,Closed,File Handle Leak,208,6587,63.06,False,False,85,56,Unclosed file streams,2023-09-25,2023-09-30
20985c86-e3a2-473e-a384-79f817bed92f,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,Windows 11,Edge 120,Medium,P4,Open,GPU Memory Leak,153,1388,16.28,True,False,97,565,Improper event listener cleanup,2023-11-28,2023-12-07
89eca11d-7042-4c5c-a035-2416ff8a99ef,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,iOS 17,Safari 17,Low,P4,Resolved,Heap Leak,143,2705,146.62,False,True,183,770,Unclosed file streams,2023-11-23,2023-12-01
a2288c29-cdcb-4340-8d71-db383a3332cb,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Windows 10,Edge 120,Critical,P4,In Progress,Heap Leak,300,6659,110.22,False,False,301,890,Unreleased object references,2023-07-23,2023-08-03
92166f36-ea60-4840-b8c1-9209d9078a6a,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Windows 11,Firefox 122,Medium,P3,Resolved,Cache Leak,337,6090,16.42,True,False,149,369,Thread pool mismanagement,2023-05-29,
aa8396f0-a3c7-458c-a57c-740342afbab0,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,macOS Ventura,Chrome 121,Medium,P1,Open,Heap Leak,496,6338,104.02,True,False,281,889,Unreleased object references,2023-08-09,
6d426f7c-ed32-4c85-a14a-9523ccc925cd,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,macOS Ventura,Edge 120,High,P4,Open,GPU Memory Leak,186,3069,140.44,False,False,243,263,Unbounded caching mechanism,2023-09-13,
21bf689f-67f9-4118-bcca-93ae0ed9ae35,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,iOS 17,N/A,Medium,P1,Resolved,Thread Leak,349,5159,10.74,False,False,43,699,Unbounded caching mechanism,2023-11-29,2023-12-03
dfb7b395-0e3c-42f1-b029-0e81d6ac2eff,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,iOS 17,Firefox 122,Low,P3,Open,File Handle Leak,449,7672,11.19,False,True,292,409,Unreleased object references,2023-09-17,2023-10-16
2205c999-99ac-486f-8e0e-1f926220e8db,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,iOS 17,Safari 17,Low,P4,In Progress,Heap Leak,147,5981,55.6,False,False,103,412,Unclosed file streams,2023-04-25,2023-05-10
1a49dd92-037c-49d0-8043-599fd1b0a504,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Ubuntu 22.04,Chrome 121,Medium,P1,In Progress,GPU Memory Leak,208,4483,106.83,False,True,308,793,Unbounded caching mechanism,2023-02-03,2023-02-23
c3eeb214-9fc3-4321-9abf-8da18fd94393,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,iOS 17,Chrome 121,Critical,P2,Resolved,GPU Memory Leak,320,6968,146.89,True,True,36,281,Unbounded caching mechanism,2023-02-01,2023-02-13
f296e378-dab2-489d-bdec-200487702b2d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,iOS 17,Chrome 121,Low,P1,Resolved,File Handle Leak,314,4198,81.09,True,True,179,965,Unbounded caching mechanism,2023-02-11,2023-03-06
473b9cce-bb9f-4c90-b372-f09b00688d6c,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,macOS Ventura,Safari 17,Low,P3,Open,Thread Leak,182,6921,145.01,True,False,341,844,Circular dependency in service layer,2023-09-04,2023-09-27
